ID,Oil_Type,Surfactant_Type,Required_HLB,Oil_MW,Surf_HLB,Surf_MW,Smix_Ratio,System_HLB,PDI,Stability_Target
NE_0570,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.324,0
NE_0571,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.376,0
NE_0572,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.404,0
NE_0573,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.323,0
NE_0574,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.219,1
NE_0575,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.21,1
NE_0576,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.112,1
NE_0577,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.439,0
NE_0578,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.418,0
NE_0579,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.134,0
NE_0580,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.241,1
NE_0581,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.183,0
NE_0582,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.162,0
NE_0583,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.351,0
NE_0584,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.238,0
NE_0585,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.239,1
NE_0586,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.311,0
NE_0587,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.429,0
NE_0588,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.383,0
NE_0589,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.266,1
NE_0590,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.345,0
NE_0591,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,3,11.38,0.149,0
NE_0592,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.144,1
NE_0593,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,3,13.77,0.23,1
NE_0594,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.124,0
NE_0595,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.349,0
NE_0596,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.447,0
NE_0597,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.271,0
NE_0598,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.271,0
NE_0599,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.258,0
NE_0600,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.383,0
NE_0601,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.116,0
NE_0602,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.393,0
NE_0603,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.237,0
NE_0604,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.179,0
NE_0605,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.423,0
NE_0606,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.219,1
NE_0607,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.383,0
NE_0608,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.391,0
NE_0609,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,2,9.67,0.214,1
NE_0610,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.249,0
NE_0611,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.178,0
NE_0612,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.14,0
NE_0613,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.374,0
NE_0614,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.163,0
NE_0615,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.383,0
NE_0616,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.117,0
NE_0617,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.344,0
NE_0618,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.358,0
NE_0619,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.126,0
NE_0620,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.375,0
NE_0621,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.145,0
NE_0622,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.109,0
NE_0623,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.229,1
NE_0624,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.349,0
NE_0625,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.343,0
NE_0626,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.373,0
NE_0627,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.264,0
NE_0628,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.209,0
NE_0629,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.168,0
NE_0630,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.312,0
NE_0631,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.372,0
NE_0632,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.338,0
NE_0633,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.365,0
NE_0634,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.372,0
NE_0635,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.351,0
NE_0636,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.325,0
NE_0637,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.141,0
NE_0638,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.422,0
NE_0639,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.139,0
NE_0640,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.442,0
NE_0641,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.171,0
NE_0642,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.311,0
NE_0643,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.154,0
NE_0644,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.177,0
NE_0645,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.24,1
NE_0646,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.145,1
NE_0647,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.239,1
NE_0648,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.359,0
NE_0649,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.255,0
NE_0650,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.13,0
NE_0651,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.438,0
NE_0652,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.357,0
NE_0653,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.173,1
NE_0654,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.109,0
NE_0655,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.446,0
NE_0656,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.138,0
NE_0657,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.129,0
NE_0658,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.282,1
NE_0659,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.169,0
NE_0660,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.24,0
NE_0661,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.228,0
NE_0662,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.321,0
NE_0663,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.271,0
NE_0664,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.183,0
NE_0665,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.436,0
NE_0666,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.175,0
NE_0667,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.254,1
NE_0668,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.332,0
NE_0669,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.149,0
NE_0670,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.38,0
NE_0671,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.164,0
NE_0672,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.368,0
NE_0673,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.102,1
NE_0674,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.108,1
NE_0675,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.294,0
NE_0676,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.249,1
NE_0677,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.315,0
NE_0678,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.169,1
NE_0679,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.312,0
NE_0680,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.346,0
NE_0681,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.321,0
NE_0682,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.196,0
NE_0683,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.201,0
NE_0684,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.193,1
NE_0685,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.241,1
NE_0686,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.416,0
NE_0687,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.126,0
NE_0688,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.437,0
NE_0689,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.14,0
NE_0690,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.237,1
NE_0691,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.329,0
NE_0692,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.231,1
NE_0693,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.278,0
NE_0694,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.325,0
NE_0695,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.103,1
NE_0696,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.346,0
NE_0697,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.249,1
NE_0698,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.124,0
NE_0699,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.279,0
NE_0700,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.359,0
NE_0701,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.216,1
NE_0702,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.43,0
NE_0703,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.412,0
NE_0704,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.282,0
NE_0705,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.279,0
NE_0706,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.166,1
NE_0707,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.159,0
NE_0708,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.148,0
NE_0709,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.203,0
NE_0710,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.12,0
NE_0711,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.44,0
NE_0712,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.415,0
NE_0713,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.359,0
NE_0714,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.358,0
NE_0715,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.384,0
NE_0716,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.186,1
NE_0717,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.319,0
NE_0718,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.396,0
NE_0719,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.413,0
NE_0720,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.381,0
NE_0721,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.144,0
NE_0722,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.349,0
NE_0723,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.105,1
NE_0724,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.388,0
NE_0725,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,2,10.67,0.229,0
NE_0726,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.175,0
NE_0727,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.196,1
NE_0728,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.322,0
NE_0729,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.199,0
NE_0730,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.239,1
NE_0731,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.38,0
NE_0732,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.159,0
NE_0733,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.159,1
NE_0734,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.347,0
NE_0735,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.124,0
NE_0736,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.313,0
NE_0737,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.297,0
NE_0738,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.253,1
NE_0739,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.291,0
NE_0740,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.393,0
NE_0741,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.261,1
NE_0742,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.269,1
NE_0743,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.438,0
NE_0744,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.104,1
NE_0745,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.134,0
NE_0746,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.18,0
NE_0747,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.202,0
NE_0748,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.378,0
NE_0749,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.406,0
NE_0750,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.159,0
NE_0751,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.437,0
NE_0752,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.346,0
NE_0753,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,1,10.85,0.118,0
NE_0754,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.199,0
NE_0755,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,3,11.38,0.21,0
NE_0756,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.376,0
NE_0757,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.355,0
NE_0758,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.282,1
NE_0759,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.18,1
NE_0760,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.143,0
NE_0761,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.342,0
NE_0762,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.21,1
NE_0763,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.308,0
NE_0764,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.44,0
NE_0765,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.421,0
NE_0766,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,1,10.85,0.264,0
NE_0767,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.143,0
NE_0768,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.361,0
NE_0769,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.241,0
NE_0770,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.287,0
NE_0771,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,1,9.25,0.107,1
NE_0772,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.226,0
NE_0773,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.223,1
NE_0774,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.408,0
NE_0775,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.325,0
NE_0776,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,1,10.0,0.427,0
NE_0777,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,2,12.8,0.411,0
NE_0778,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.253,1
NE_0779,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,2,12.8,0.323,0
NE_0780,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,3,13.77,0.249,1
NE_0781,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.298,0
NE_0782,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.291,0
NE_0783,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.271,1
NE_0784,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.231,0
NE_0785,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.31,0
NE_0786,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.273,0
NE_0787,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,2,9.67,0.44,0
NE_0788,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.185,0
NE_0789,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.405,0
NE_0790,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.189,0
NE_0791,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.25,1
NE_0792,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.404,0
NE_0793,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,1,10.85,0.199,0
NE_0794,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.404,0
NE_0795,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,1,9.25,0.19,0
NE_0796,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.227,0
NE_0797,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.25,0
NE_0798,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.169,1
NE_0799,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.343,0
NE_0800,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,1,9.25,0.371,0
NE_0801,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.442,0
NE_0802,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.321,0
NE_0803,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.151,0
NE_0804,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,2,12.8,0.316,0
NE_0805,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.144,1
NE_0806,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.363,0
NE_0807,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.362,0
NE_0808,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.407,0
NE_0809,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.442,0
NE_0810,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,2,10.67,0.448,0
NE_0811,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.175,1
NE_0812,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.416,0
NE_0813,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,3,12.5,0.121,0
NE_0814,Oleic Acid,Cremophor EL,17.0,282.5,13.5,2500.0,1,9.25,0.334,0
NE_0815,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,1,10.0,0.19,0
NE_0816,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,3,12.5,0.231,1
NE_0817,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,1,8.5,0.186,0
NE_0818,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.144,0
NE_0819,Oleic Acid,Tween 20,17.0,282.5,16.7,1227.0,3,13.77,0.201,0
NE_0820,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.317,0
NE_0821,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.372,0
NE_0822,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,3,12.5,0.111,1
NE_0823,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.445,0
NE_0824,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,3,10.25,0.213,0
NE_0825,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.388,0
NE_0826,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.397,0
NE_0827,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,3,10.25,0.206,1
NE_0828,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.439,0
NE_0829,Castor Oil,Tween 20,14.0,933.4,16.7,1227.0,2,12.8,0.426,0
NE_0830,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.447,0
NE_0831,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.214,0
NE_0832,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,3,12.5,0.29,0
NE_0833,Miglyol 812,Tween 20,15.0,520.0,16.7,1227.0,3,13.77,0.425,0
NE_0834,Castor Oil,Tween 80,14.0,933.4,15.0,1310.0,2,11.67,0.118,1
NE_0835,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,2,9.67,0.368,0
NE_0836,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.125,1
NE_0837,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,1,10.0,0.432,0
NE_0838,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.137,1
NE_0839,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,2,9.67,0.361,0
NE_0840,Capryol 90,Tween 80,11.5,172.2,15.0,1310.0,2,11.67,0.331,0
NE_0841,Oleic Acid,Labrasol,17.0,282.5,12.0,450.0,1,8.5,0.406,0
NE_0842,Capryol 90,Tween 20,11.5,172.2,16.7,1227.0,1,10.85,0.346,0
NE_0843,Miglyol 812,Tween 80,15.0,520.0,15.0,1310.0,2,11.67,0.441,0
NE_0844,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,1,10.0,0.184,0
NE_0845,Capryol 90,Labrasol,11.5,172.2,12.0,450.0,1,8.5,0.284,0
NE_0846,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.22,1
NE_0847,Oleic Acid,Tween 80,17.0,282.5,15.0,1310.0,2,11.67,0.395,0
NE_0848,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,3,11.38,0.296,1
NE_0849,Capryol 90,Cremophor EL,11.5,172.2,13.5,2500.0,2,10.67,0.291,1
NE_0850,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,3,10.25,0.296,0
NE_0851,Miglyol 812,Cremophor EL,15.0,520.0,13.5,2500.0,3,11.38,0.348,0
NE_0852,Miglyol 812,Labrasol,15.0,520.0,12.0,450.0,3,10.25,0.121,0
NE_0853,Castor Oil,Cremophor EL,14.0,933.4,13.5,2500.0,2,10.67,0.189,0
NE_0854,Castor Oil,Labrasol,14.0,933.4,12.0,450.0,1,8.5,0.405,0
